AJA AMS 120 C
AJA BCN 72 C
AJA BES 125 D
AJA BEY 217 I
AJA BIA 37 D
AJA BIQ 95 D
AJA BOD 93 D
AJA CDG 100 D
AJA CFE 77 D
AJA CMN 159 I
AJA CTA 85 C
AJA DUB 158 C
AJA DUS 109 C
AJA FCO 51 C
AJA FRA 98 C
AJA GVA 69 C
AJA IST 155 I
AJA LCY 124 C
AJA LHR 126 C
AJA LIG 86 D
AJA LIL 109 D
AJA LIS 147 C
AJA LYS 95 D
AJA MAD 109 C
AJA MLH 78 D
AJA MPL 63 D
AJA MRS 55 D
AJA MUC 85 C
AJA MXP 61 C
AJA NCE 55 D
AJA NTE 106 D
AJA ORY 100 D
AJA PMO 73 C
AJA PRG 105 C
AJA PUF 88 D
AJA RNS 111 D
AJA SVO 224 I
AJA SXB 86 D
AJA TLS 78 D
AJA TUN 73 I
AJA VCE 66 C
AJA VIE 99 C
AJA ZRH 76 C
AMS AJA 120 C
AMS BCN 124 C
AMS BES 89 C
AMS BEY 269 I
AMS BIA 116 C
AMS BIQ 112 C
AMS BOD 110 C
AMS CDG 85 C
AMS CFE 90 C
AMS CMN 205 I
AMS CTA 168 C
AMS DUB 87 C
AMS DUS 43 C
AMS FCO 127 C
AMS FRA 57 C
AMS GVA 82 C
AMS IST 196 I
AMS LCY 56 C
AMS LHR 59 C
AMS LIG 88 C
AMS LIL 48 C
AMS LIS 169 C
AMS LYS 100 C
AMS MAD 140 C
AMS MLH 72 C
AMS MPL 103 C
AMS MRS 120 C
AMS MUC 81 C
AMS MXP 90 C
AMS NCE 125 C
AMS NTE 86 C
AMS ORY 63 C
AMS PMO 159 C
AMS PRG 83 C
AMS PUF 111 C
AMS RNS 80 C
AMS SVO 190 I
AMS SXB 65 C
AMS TLS 120 C
AMS TUN 163 I
AMS VCE 101 C
AMS VIE 101 C
AMS ZRH 75 C
BCN AJA 72 C
BCN AMS 124 C
BCN BES 101 C
BCN BEY 258 I
BCN BIA 77 C
BCN BIQ 59 C
BCN BOD 70 C
BCN CDG 115 C
BCN CFE 68 C
BCN CMN 122 I
BCN CTA 120 C
BCN DUB 142 C
BCN DUS 118 C
BCN FCO 93 C
BCN FRA 112 C
BCN GVA 78 C
BCN IST 197 I
BCN LCY 116 C
BCN LHR 116 C
BCN LIG 69 C
BCN LIL 108 C
BCN LIS 105 C
BCN LYS 80 C
BCN MAD 66 C
BCN MLH 92 C
BCN MPL 52 C
BCN MRS 60 C
BCN MUC 111 C
BCN MXP 84 C
BCN NCE 67 C
BCN NTE 84 C
BCN ORY 92 C
BCN PMO 107 C
BCN PRG 132 C
BCN PUF 53 C
BCN RNS 91 C
BCN SVO 257 I
BCN SXB 99 C
BCN TLS 50 C
BCN TUN 95 I
BCN VCE 101 C
BCN VIE 133 C
BCN ZRH 94 C
BES AJA 125 D
BES AMS 89 C
BES BCN 101 C
BES BEY 305 I
BES BIA 125 D
BES BIQ 75 D
BES BOD 67 D
BES CDG 80 D
BES CFE 78 D
