0 A 2525.3 2 145 01/03/08 B 586 01/03/08 E 
1 A 630.0 18 145 01/03/08 E 586 01/03/08 E 
2 A 647.5 36 145 01/03/08 E 598 01/03/08 E 
3 A 665.0 2 145 01/03/08 E 702 01/03/08 E 
4 A 2525.3 12 145 02/03/08 B 586 02/03/08 E 
5 A 3108.0 1 145 02/03/08 B 598 02/03/08 B 
6 A 2542.8 1 145 02/03/08 B 598 02/03/08 E 
7 A 647.5 19 145 02/03/08 E 598 02/03/08 E 
8 A 665.0 9 145 02/03/08 E 702 02/03/08 E 
9 A 621.3 13 145 02/03/08 E 822 02/03/08 E 
10 A 717.5 12 145 02/03/08 E 1880 02/03/08 E 
11 A 708.8 13 149 01/03/08 E 1180 01/03/08 E 
12 A 752.5 8 149 01/03/08 E 1204 01/03/08 E 
13 A 1750.0 4 149 01/03/08 E 1204 01/03/08 B 
14 A 673.8 9 149 01/03/08 E 1228 01/03/08 E 
15 A 2570.8 1 149 02/03/08 B 1180 02/03/08 E 
16 A 708.8 20 149 02/03/08 E 1180 02/03/08 E 
17 A 350.0 10 580 01/03/08 E 2811 01/03/08 E 
18 A 402.5 8 580 01/03/08 E 5470 01/03/08 E 
19 A 350.0 9 580 02/03/08 E 2811 02/03/08 E 
20 A 402.5 7 580 02/03/08 E 5470 02/03/08 E 
21 A 1100.8 3 580 02/03/08 E 5470 02/03/08 B 
22 A 673.8 13 581 01/03/08 E 148 01/03/08 E 
23 A 673.8 12 581 02/03/08 E 148 02/03/08 E 
24 A 481.2 15 587 01/03/08 E 1170 01/03/08 E 
25 A 481.2 19 587 02/03/08 E 1170 02/03/08 E 
26 A 4331.3 3 587 02/03/08 E 1170 02/03/08 F 
27 A 490.0 22 599 01/03/08 E 1170 01/03/08 E 
28 A 1820.0 10 599 02/03/08 E 1170 02/03/08 B 
29 A 490.0 10 599 02/03/08 E 1370 02/03/08 E 
30 A 516.3 22 604 01/03/08 E 2901 01/03/08 E 
31 A 490.0 2 604 01/03/08 E 2911 01/03/08 E 
32 A 516.3 10 604 02/03/08 E 2901 02/03/08 E 
33 A 490.0 7 604 02/03/08 E 2911 02/03/08 E 
34 A 525.0 18 605 01/03/08 E 864 01/03/08 E 
35 A 2520.0 3 605 02/03/08 B 864 02/03/08 B 
36 A 525.0 15 605 02/03/08 E 864 02/03/08 E 
37 A 1522.5 2 605 02/03/08 E 864 02/03/08 B 
38 A 306.3 9 628 01/03/08 E 2783 01/03/08 E 
39 A 1004.5 1 628 02/03/08 B 2783 02/03/08 E 
40 A 306.3 4 628 02/03/08 E 2783 02/03/08 E 
41 A 656.3 26 629 01/03/08 E 148 01/03/08 E 
42 A 3150.0 2 629 02/03/08 B 148 02/03/08 B 
43 A 656.3 15 629 02/03/08 E 148 02/03/08 E 
44 A 964.2 7 694 01/03/08 B 5127 01/03/08 E 
45 A 332.5 4 694 01/03/08 E 5127 01/03/08 E 
46 A 297.5 9 694 01/03/08 E 9341 01/03/08 E 
47 A 796.3 4 694 01/03/08 E 9341 01/03/08 B 
48 A 332.5 14 694 02/03/08 E 5127 02/03/08 E 
49 A 1211.0 1 695 01/03/08 B 148 01/03/08 E 
50 A 612.5 20 695 01/03/08 E 148 01/03/08 E 
51 A 612.5 17 695 02/03/08 E 148 02/03/08 E 
52 A 2341.5 2 695 02/03/08 E 148 02/03/08 B 
53 A 2562.0 6 703 01/03/08 B 1170 01/03/08 B 
54 A 533.8 10 703 01/03/08 E 1170 01/03/08 E 
55 A 2562.0 1 703 02/03/08 B 1370 02/03/08 B 
56 A 533.8 10 703 02/03/08 E 1370 02/03/08 E 
57 A 1379.0 2 707 01/03/08 B 148 01/03/08 E 
58 A 2604.0 5 707 01/03/08 B 1370 01/03/08 B 
59 A 1274.0 4 707 01/03/08 B 1370 01/03/08 E 
60 A 542.5 25 707 01/03/08 E 1370 01/03/08 E 
61 A 516.3 11 707 01/03/08 E 1476 01/03/08 E 
62 A 3108.0 1 707 02/03/08 B 148 02/03/08 B 
63 A 2376.5 7 707 02/03/08 E 148 02/03/08 B 
64 A 542.5 8 707 02/03/08 E 1370 02/03/08 E 
65 A 481.2 11 719 01/03/08 E 864 01/03/08 E 
66 A 1478.8 13 719 01/03/08 E 864 01/03/08 B 
67 A 2310.0 2 719 02/03/08 B 864 02/03/08 B 
68 A 2604.0 1 719 02/03/08 B 1476 02/03/08 B 
69 A 1373.8 3 719 02/03/08 B 1476 02/03/08 E 
70 A 542.5 20 719 02/03/08 E 1476 02/03/08 E 
71 A 847.0 4 720 01/03/08 B 7829 01/03/08 E 
72 A 315.0 4 720 01/03/08 E 7829 01/03/08 E 
73 A 847.0 9 720 02/03/08 B 7829 02/03/08 E 
74 A 315.0 4 720 02/03/08 E 7829 02/03/08 E 
75 A 341.3 15 720 02/03/08 E 7841 02/03/08 E 
76 A 2604.0 5 721 01/03/08 B 1624 01/03/08 B 
77 A 1041.3 4 721 01/03/08 B 1624 01/03/08 E 
78 A 542.5 16 721 01/03/08 E 1624 01/03/08 E 
79 A 2310.0 1 721 02/03/08 B 1370 02/03/08 B 
80 A 980.0 5 721 02/03/08 B 1370 02/03/08 E 
81 A 481.2 9 721 02/03/08 E 1370 02/03/08 E 
82 A 323.8 17 728 01/03/08 E 5479 01/03/08 E 
83 A 1022.0 2 728 02/03/08 B 5479 02/03/08 E 
84 A 323.8 9 728 02/03/08 E 5479 02/03/08 E 
85 A 1461.3 1 729 01/03/08 E 864 01/03/08 B 
86 A 525.0 15 729 01/03/08 E 1476 01/03/08 E 
87 A 525.0 13 729 02/03/08 E 1476 02/03/08 E 
88 A 507.5 21 751 01/03/08 E 1824 01/03/08 E 
89 A 472.5 31 751 02/03/08 E 1370 02/03/08 E 
90 A 507.5 5 751 02/03/08 E 1824 02/03/08 E 
91 A 402.5 22 784 01/03/08 E 2829 01/03/08 E 
92 A 1100.8 2 784 01/03/08 E 2829 01/03/08 B 
93 A 402.5 8 784 02/03/08 E 2829 02/03/08 E 
94 A 402.5 6 784 02/03/08 E 4678 02/03/08 E 
95 A 551.3 30 785 01/03/08 E 1476 01/03/08 E 
96 A 551.3 18 785 02/03/08 E 1476 02/03/08 E 
