1 CDG ORY 00:00 00:30 0
2 CDG ORY 00:20 00:50 0
3 CDG ORY 00:40 01:10 0
4 CDG ORY 01:00 01:30 0
5 CDG ORY 01:20 01:50 0
6 CDG ORY 01:40 02:10 0
7 CDG ORY 02:00 02:30 0
8 CDG ORY 02:20 02:50 0
9 CDG ORY 02:40 03:10 0
10 CDG ORY 03:00 03:30 0
11 CDG ORY 03:20 03:50 0
12 CDG ORY 03:40 04:10 0
13 CDG ORY 04:00 04:30 0
14 CDG ORY 04:20 04:50 0
15 CDG ORY 04:40 05:10 0
16 CDG ORY 05:00 05:30 0
17 CDG ORY 05:20 05:50 0
18 CDG ORY 05:40 06:10 0
19 CDG ORY 06:00 06:30 0
20 CDG ORY 06:20 06:50 0
21 CDG ORY 06:40 07:10 0
22 CDG ORY 07:00 07:30 0
23 CDG ORY 07:20 07:50 0
24 CDG ORY 07:40 08:10 0
25 CDG ORY 08:00 08:30 0
26 CDG ORY 08:20 08:50 0
27 CDG ORY 08:40 09:10 0
28 CDG ORY 09:00 09:30 0
29 CDG ORY 09:20 09:50 0
30 CDG ORY 09:40 10:10 0
31 CDG ORY 10:00 10:30 0
32 CDG ORY 10:20 10:50 0
33 CDG ORY 10:40 11:10 0
34 CDG ORY 11:00 11:30 0
35 CDG ORY 11:20 11:50 0
36 CDG ORY 11:40 12:10 0
37 CDG ORY 12:00 12:30 0
38 CDG ORY 12:20 12:50 0
39 CDG ORY 12:40 13:10 0
40 CDG ORY 13:00 13:30 0
41 CDG ORY 13:20 13:50 0
42 CDG ORY 13:40 14:10 0
43 CDG ORY 14:00 14:30 0
44 CDG ORY 14:20 14:50 0
45 CDG ORY 14:40 15:10 0
46 CDG ORY 15:00 15:30 0
47 CDG ORY 15:20 15:50 0
48 CDG ORY 15:40 16:10 0
49 CDG ORY 16:00 16:30 0
50 CDG ORY 16:20 16:50 0
51 CDG ORY 16:40 17:10 0
52 CDG ORY 17:00 17:30 0
53 CDG ORY 17:20 17:50 0
54 CDG ORY 17:40 18:10 0
55 CDG ORY 18:00 18:30 0
56 CDG ORY 18:20 18:50 0
57 CDG ORY 18:40 19:10 0
58 CDG ORY 19:00 19:30 0
59 CDG ORY 19:20 19:50 0
60 CDG ORY 19:40 20:10 0
61 CDG ORY 20:00 20:30 0
62 CDG ORY 20:20 20:50 0
63 CDG ORY 20:40 21:10 0
64 CDG ORY 21:00 21:30 0
65 CDG ORY 21:20 21:50 0
66 CDG ORY 21:40 22:10 0
67 CDG ORY 22:00 22:30 0
68 CDG ORY 22:20 22:50 0
69 CDG ORY 22:40 23:10 0
70 CDG ORY 23:00 23:30 0
71 CDG ORY 23:20 23:50 0
72 CDG ORY 23:40 00:10+1 0
73 ORY CDG 00:00 00:30 0
74 ORY CDG 00:20 00:50 0
75 ORY CDG 00:40 01:10 0
76 ORY CDG 01:00 01:30 0
77 ORY CDG 01:20 01:50 0
78 ORY CDG 01:40 02:10 0
79 ORY CDG 02:00 02:30 0
80 ORY CDG 02:20 02:50 0
