6 CDG JFK 12:15 20:20 0
7 JFK CDG 15:45 22:50 0
8 CDG JFK 17:50 02:00+1 0
9 JFK CDG 13:55 20:55 0
10 CDG JFK 15:10 23:20 0
11 JFK CDG 12:00 19:00 0
18 CDG EWR 12:15 20:40 0
19 EWR CDG 15:30 22:40 0
22 CDG JFK 07:25 15:35 0
23 JFK CDG 20:05 03:00+1 0
26 CDG IAD 15:20 23:55 0
27 IAD CDG 13:25 20:50 0
28 CDG IAD 09:15 17:45 0
33 IAH CDG 16:25 01:45+1 0
36 CDG IAH 09:15 20:05 0
39 IAD CDG 17:10 00:30+1 0
62 CDG LAX 09:15 20:55 0
69 LAX CDG 06:20 17:00 0
70 LAX PPT 08:20 16:30 0
71 PPT LAX 18:10 02:05+1 0
72 LAX CDG 06:25 17:00 0
73 CDG LAX 12:15 23:55 0
83 SFO CDG 15:40 02:35+1 0
84 CDG SFO 09:15 21:00 0
161 BKK CDG 08:30 21:20 0
166 CDG BKK 14:15 01:30+1 0
272 CDG NRT 09:25 21:40 0
275 NRT CDG 05:50 18:25 0
276 CDG NRT 12:20 00:20+1 0
277 NRT CDG 12:55 03:35+1 0
278 CDG NRT 12:15 00:05+1 0
279 NRT CDG 08:35 21:25 0
291 KIX CDG 05:45 18:20 0
292 CDG KIX 12:30 00:10+1 0
295 NGO CDG 07:00 19:35 0
296 CDG NGO 14:25 02:25+1 0
301 ATL CDG 19:15 03:30+1 0
304 CDG ATL 14:55 00:35+1 0
307 ATL CDG 14:35 22:50 0
316 CDG ATL 09:15 19:10 0
344 CDG YUL 12:15 19:55 0
345 YUL CDG 20:35 03:20+1 0
346 CDG YUL 14:55 22:45 0
347 YUL CDG 19:55 02:50+1 0
373 DTW CDG 20:20 03:50+1 0
374 CDG DTW 09:20 18:10 0
432 CDG MEX 09:40 22:55 0
437 MEX CDG 16:20 03:30+1 0
438 CDG MEX 12:30 00:35+1 0
439 MEX CDG 05:15 15:40 0
525 DXB CDG 10:00 17:30 0
526 CDG DXB 12:15 18:55 0
529 DXB CDG 08:50 16:20 0
530 CDG DXB 20:20 02:55+1 0
563 BEY CDG 20:05 00:45+1 0
564 CDG BEY 09:25 13:45 0
565 BEY CDG 13:45 18:30 0
566 CDG BEY 07:35 11:45 0
