145 07/01/06 9
146 07/01/06 14
152 07/01/06 6
1378 07/01/06 6
2518 07/01/06 38
2521 07/01/06 19
2522 07/01/06 24
2526 07/01/06 27
2581 07/01/06 43
2593 07/01/06 20
2597 07/01/06 4
2598 07/01/06 11
2605 07/01/06 18
2606 07/01/06 18
2647 07/01/06 75
2657 07/01/06 19
2661 07/01/06 90
2662 07/01/06 84
2868 07/01/06 19
2877 07/01/06 17
2883 07/01/06 8
2888 07/01/06 27
2969 07/01/06 43
2970 07/01/06 39
2975 07/01/06 39
2976 07/01/06 45
2977 07/01/06 35
2981 07/01/06 35
2982 07/01/06 48
2983 07/01/06 18
2984 07/01/06 42
3074 07/01/06 29
3075 07/01/06 75
3111 07/01/06 5
3118 07/01/06 32
3119 07/01/06 30
3124 07/01/06 27
4167 07/01/06 15
4200 07/01/06 27
4225 07/01/06 43
4228 07/01/06 44
4229 07/01/06 17
4296 07/01/06 4
4344 07/01/06 18
4375 07/01/06 34
4376 07/01/06 24
4393 07/01/06 49
4400 07/01/06 43
4502 07/01/06 105
4524 07/01/06 22
4584 07/01/06 28
4599 07/01/06 120
4600 07/01/06 75
4617 07/01/06 34
4618 07/01/06 33
4657 07/01/06 43
4723 07/01/06 25
4726 07/01/06 18
4784 07/01/06 120
4837 07/01/06 70
4838 07/01/06 61
5124 07/01/06 38
5125 07/01/06 30
#
