AJA AMS 120 C 
AJA AVN 60 D 
AJA BES 125 D 
AJA BIA 40 D 
AJA BIQ 95 D 
AJA BOD 95 D 
AJA CDG 100 D 
AJA CFE 80 D 
AJA CFR 115 D 
AJA CLY 35 D 
AJA ETZ 95 D 
AJA FSC 35 D 
AJA LDE 85 D 
AJA LEH 115 D 
AJA LGW 125 D 
AJA LIG 90 D 
AJA LIL 110 D 
AJA LRT 120 D 
AJA LYS 95 D 
AJA MLH 80 D 
AJA MPL 65 D 
AJA MRS 55 D 
AJA NCE 55 D 
AJA NTE 110 D 
AJA ORY 100 D 
AJA PGF 70 D 
AJA PUF 90 D 
AJA RDZ 75 D 
AJA RNS 115 D 
AJA SXB 90 D 
AJA TLN 50 D 
AJA TLS 80 D 
AJA UIP 125 D 
AJA URO 110 D 
AMS AJA 120 C 
AMS AVN 105 C 
AMS BES 90 C 
AMS BIA 120 C 
AMS BIQ 115 C 
AMS BOD 110 C 
AMS CDG 60 C 
AMS CFE 90 C 
AMS CFR 70 C 
AMS CLY 115 C 
AMS ETZ 60 C 
AMS FSC 125 C 
AMS LDE 115 C 
AMS LEH 65 C 
AMS LGW 60 C 
AMS LIG 90 C 
AMS LIL 50 C 
AMS LRT 90 C 
AMS LYS 85 C 
AMS MLH 75 C 
AMS MPL 105 C 
AMS MRS 105 C 
AMS NCE 105 C 
AMS NTE 90 C 
AMS ORY 65 C 
AMS PGF 115 C 
AMS PUF 115 C 
AMS RDZ 100 C 
AMS RNS 80 C 
AMS SXB 65 C 
AMS TLN 110 C 
AMS TLS 115 C 
AMS UIP 95 C 
AMS URO 65 C 
AVN AJA 60 D 
AVN AMS 105 C 
AVN BES 100 D 
AVN BIA 60 D 
AVN BIQ 70 D 
AVN BOD 65 D 
AVN CDG 75 D 
AVN CFE 50 D 
AVN CFR 85 D 
AVN CLY 60 D 
AVN ETZ 75 D 
AVN FSC 65 D 
AVN LDE 65 D 
AVN LEH 85 D 
AVN LGW 100 D 
AVN LIG 60 D 
AVN LIL 90 D 
AVN LRT 90 D 
AVN LYS 45 D 
AVN MLH 65 D 
AVN MPL 40 D 
AVN MRS 35 D 
AVN NCE 45 D 
AVN NTE 80 D 
AVN ORY 75 D 
AVN PGF 50 D 
AVN PUF 65 D 
AVN RDZ 45 D 
AVN RNS 85 D 
AVN SXB 75 D 
AVN TLN 40 D 
AVN TLS 55 D 
AVN UIP 95 D 
AVN URO 85 D 
BES AJA 125 D 
BES AMS 90 C 
BES AVN 100 D 
BES BIA 125 D 
BES BIQ 75 D 
BES BOD 70 D 
BES CDG 80 D 
BES CFE 80 D 
BES CFR 55 D 
BES CLY 125 D 
BES ETZ 90 D 
BES FSC 130 D 
BES LDE 85 D 
BES LEH 60 D 
BES LGW 65 D 
BES LIG 70 D 
BES LIL 75 D 
BES LRT 40 D 
BES LYS 95 D 
BES MLH 100 D 
BES MPL 95 D 
BES MRS 100 D 
BES NCE 110 D 
BES NTE 45 D 
BES ORY 75 D 
BES PGF 95 D 
BES PUF 80 D 
BES RDZ 85 D 
BES RNS 45 D 
BES SXB 100 D 
BES TLN 110 D 
BES TLS 85 D 
BES UIP 35 D 
BES URO 65 D 
BIA AJA 40 D 
BIA AMS 120 C 
BIA AVN 60 D 
BIA BES 125 D 
BIA BIQ 100 D 
BIA BOD 95 D 
BIA CDG 100 D 
BIA CFE 80 D 
BIA CFR 110 D 
BIA CLY 35 D 
BIA ETZ 90 D 
BIA FSC 40 D 
BIA LDE 90 D 
BIA LEH 110 D 
BIA LGW 120 D 
BIA LIG 90 D 
BIA LIL 110 D 
BIA LRT 120 D 
BIA LYS 90 D 
BIA MLH 75 D 
BIA MPL 65 D 
BIA MRS 55 D 
BIA NCE 55 D 
BIA NTE 110 D 
BIA ORY 95 D 
BIA PGF 75 D 
BIA PUF 95 D 
BIA RDZ 75 D 
BIA RNS 110 D 
BIA SXB 85 D 
BIA TLN 55 D 
BIA TLS 80 D 
BIA UIP 125 D 
BIA URO 105 D 
BIQ AJA 95 D 
BIQ AMS 115 C 
BIQ AVN 70 D 
BIQ BES 75 D 
BIQ BIA 100 D 
BIQ BOD 45 D 
BIQ CDG 90 D 
BIQ CFE 65 D 
BIQ CFR 80 D 
BIQ CLY 95 D 
BIQ ETZ 95 D 
BIQ FSC 100 D 
BIQ LDE 40 D 
BIQ LEH 85 D 
BIQ LGW 95 D 
BIQ LIG 60 D 
BIQ LIL 95 D 
BIQ LRT 70 D 
BIQ LYS 80 D 
BIQ MLH 95 D 
BIQ MPL 65 D 
BIQ MRS 75 D 
BIQ NCE 80 D 
BIQ NTE 65 D 
BIQ ORY 80 D 
BIQ PGF 60 D 
BIQ PUF 40 D 
BIQ RDZ 55 D 
BIQ RNS 70 D 
BIQ SXB 100 D 
BIQ TLN 80 D 
BIQ TLS 50 D 
BIQ UIP 75 D 
BIQ URO 85 D 
BOD AJA 95 D 
BOD AMS 110 C 
BOD AVN 65 D 
BOD BES 70 D 
BOD BIA 95 D 
BOD BIQ 45 D 
BOD CDG 85 D 
BOD CFE 55 D 
BOD CFR 70 D 
BOD CLY 95 D 
BOD ETZ 85 D 
BOD FSC 100 D 
BOD LDE 45 D 
BOD LEH 70 D 
BOD LGW 85 D 
BOD LIG 45 D 
BOD LIL 85 D 
BOD LRT 60 D 
BOD LYS 70 D 
BOD MLH 85 D 
BOD MPL 60 D 
BOD MRS 65 D 
BOD NCE 75 D 
BOD NTE 55 D 
BOD ORY 70 D 
BOD PGF 60 D 
BOD PUF 45 D 
BOD RDZ 50 D 
BOD RNS 65 D 
BOD SXB 85 D 
BOD TLN 75 D 
BOD TLS 50 D 
BOD UIP 65 D 
BOD URO 70 D 
CDG AJA 100 D 
CDG AMS 60 C 
CDG AVN 75 D 
CDG BES 75 D 
CDG BIA 100 D 
CDG BIQ 85 D 
CDG BOD 80 D 
CDG CFE 60 D 
CDG CFR 50 D 
CDG CLY 95 D 
CDG ETZ 50 D 
CDG FSC 105 D 
CDG LDE 85 D 
CDG LEH 45 D 
CDG LGW 55 D 
CDG LIG 75 D 
CDG LIL 45 D 
CDG LRT 65 D 
CDG LYS 75 D 
CDG MLH 70 D 
CDG MPL 85 D 
CDG MRS 85 D 
CDG NCE 95 D 
CDG NTE 65 D 
CDG ORY 35 D 
CDG PGF 85 D 
CDG PUF 90 D 
CDG RDZ 70 D 
CDG RNS 65 D 
CDG SXB 70 D 
CDG TLN 85 D 
CDG TLS 85 D 
CDG UIP 70 D 
CDG URO 40 D 
CFE AJA 80 D 
CFE AMS 95 C 
CFE AVN 50 D 
CFE BES 80 D 
CFE BIA 80 D 
CFE BIQ 60 D 
CFE BOD 50 D 
CFE CDG 65 D 
CFE CFR 65 D 
CFE CLY 75 D 
CFE ETZ 75 D 
CFE FSC 85 D 
CFE LDE 60 D 
CFE LEH 70 D 
CFE LGW 80 D 
CFE LIG 45 D 
CFE LIL 85 D 
CFE LRT 75 D 
CFE LYS 40 D 
CFE MLH 65 D 
CFE MPL 50 D 
CFE MRS 55 D 
CFE NCE 70 D 
CFE NTE 60 D 
CFE ORY 55 D 
CFE PGF 60 D 
CFE PUF 60 D 
CFE RDZ 45 D 
CFE RNS 65 D 
CFE SXB 75 D 
CFE TLN 60 D 
CFE TLS 55 D 
CFE UIP 80 D 
CFE URO 65 D 
CFR AJA 115 D 
CFR AMS 70 C 
CFR AVN 85 D 
CFR BES 55 D 
CFR BIA 110 D 
CFR BIQ 80 D 
CFR BOD 70 D 
CFR CDG 50 D 
CFR CFE 65 D 
CFR CLY 110 D 
CFR ETZ 70 D 
CFR FSC 115 D 
CFR LDE 85 D 
CFR LEH 20 D 
CFR LGW 50 D 
CFR LIG 60 D 
CFR LIL 55 D 
CFR LRT 50 D 
CFR LYS 70 D 
CFR MLH 80 D 
CFR MPL 85 D 
CFR MRS 90 D 
CFR NCE 95 D 
CFR NTE 50 D 
CFR ORY 50 D 
CFR PGF 90 D 
CFR PUF 80 D 
CFR RDZ 75 D 
CFR RNS 45 D 
CFR SXB 75 D 
CFR TLN 95 D 
CFR TLS 80 D 
CFR UIP 55 D 
CFR URO 40 D 
CLY AJA 35 D 
CLY AMS 115 C 
CLY AVN 60 D 
CLY BES 125 D 
CLY BIA 35 D 
CLY BIQ 95 D 
CLY BOD 95 D 
CLY CDG 95 D 
CLY CFE 75 D 
CLY CFR 110 D 
CLY ETZ 90 D 
CLY FSC 40 D 
CLY LDE 85 D 
