145 07/01/06 22
146 07/01/06 29
2521 07/01/06 11
2593 07/01/06 7
2610 07/01/06 42
2613 07/01/06 18
2633 07/01/06 60
2654 07/01/06 37
2661 07/01/06 38
2673 07/01/06 27
2674 07/01/06 32
2793 07/01/06 9
2877 07/01/06 165
2879 07/01/06 8
2978 07/01/06 43
3070 07/01/06 17
3107 07/01/06 120
3108 07/01/06 119
3144 07/01/06 38
4165 07/01/06 11
4264 07/01/06 7
4265 07/01/06 10
4268 07/01/06 16
4344 07/01/06 18
4359 07/01/06 21
4360 07/01/06 39
4406 07/01/06 16
4408 07/01/06 90
4483 07/01/06 37
4525 07/01/06 19
4583 07/01/06 75
4600 07/01/06 17
4617 07/01/06 18
4638 07/01/06 29
4656 07/01/06 36
4658 07/01/06 16
4673 07/01/06 31
4676 07/01/06 26
4696 07/01/06 90
4726 07/01/06 36
4791 07/01/06 14
#
