4296 07/01/06 A318#1
4295 07/01/06 A318#1
4298 07/01/06 A318#1
4229 07/01/06 A318#1
4232 07/01/06 A318#1
4301 07/01/06 A318#1
4296 08/01/06 A318#1
4295 08/01/06 A318#1
4298 08/01/06 A318#1
4229 08/01/06 A318#1
4232 08/01/06 A318#1
4301 08/01/06 A318#1
4618 07/01/06 A318#2
4617 07/01/06 A318#2
4619 07/01/06 A318#2
4620 07/01/06 A318#2
4618 08/01/06 A318#2
4617 08/01/06 A318#2
4619 08/01/06 A318#2
4620 08/01/06 A318#2
2624 07/01/06 A318#3
2623 07/01/06 A318#3
2630 07/01/06 A318#3
2629 07/01/06 A318#3
2520 08/01/06 A318#3
2519 08/01/06 A318#3
2518 08/01/06 A318#3
2517 08/01/06 A318#3
2626 08/01/06 A318#3
2625 08/01/06 A318#3
3064 07/01/06 A318#4
3069 07/01/06 A318#4
3074 07/01/06 A318#4
3077 07/01/06 A318#4
3082 07/01/06 A318#4
3085 07/01/06 A318#4
3092 07/01/06 A318#4
3095 07/01/06 A318#4
4764 08/01/06 A318#4
4765 08/01/06 A318#4
3076 08/01/06 A318#4
3063 08/01/06 A318#4
3065 07/01/06 A318#5
3070 07/01/06 A318#5
3075 07/01/06 A318#5
3080 07/01/06 A318#5
3083 07/01/06 A318#5
3090 07/01/06 A318#5
3093 07/01/06 A318#5
3064 08/01/06 A318#5
3069 08/01/06 A318#5
3074 08/01/06 A318#5
3077 08/01/06 A318#5
3082 08/01/06 A318#5
3085 08/01/06 A318#5
3092 08/01/06 A318#5
3095 08/01/06 A318#5
3118 07/01/06 A318#6
3119 07/01/06 A318#6
3124 07/01/06 A318#6
3123 07/01/06 A318#6
3128 07/01/06 A318#6
3131 07/01/06 A318#6
3138 07/01/06 A318#6
3065 08/01/06 A318#6
3070 08/01/06 A318#6
3075 08/01/06 A318#6
3080 08/01/06 A318#6
3083 08/01/06 A318#6
3090 08/01/06 A318#6
3093 08/01/06 A318#6
4498 07/01/06 A318#7
4515 07/01/06 A318#7
4506 07/01/06 A318#7
4519 07/01/06 A318#7
4520 07/01/06 A318#7
4499 07/01/06 A318#7
4498 08/01/06 A318#7
4515 08/01/06 A318#7
4506 08/01/06 A318#7
4519 08/01/06 A318#7
4520 08/01/06 A318#7
4499 08/01/06 A318#7
3103 07/01/06 A318#8
3068 07/01/06 A318#8
3073 07/01/06 A318#8
3088 07/01/06 A318#8
3081 07/01/06 A318#8
3102 07/01/06 A318#8
3103 08/01/06 A318#8
3068 08/01/06 A318#8
3073 08/01/06 A318#8
3088 08/01/06 A318#8
3081 08/01/06 A318#8
3102 08/01/06 A318#8
4600 07/01/06 A319#1
4599 07/01/06 A319#1
4602 07/01/06 A319#1
4601 07/01/06 A319#1
4596 07/01/06 A319#1
4595 07/01/06 A319#1
4600 08/01/06 A319#1
4599 08/01/06 A319#1
4602 08/01/06 A319#1
4601 08/01/06 A319#1
4596 08/01/06 A319#1
4595 08/01/06 A319#1
4656 07/01/06 A319#10
4645 07/01/06 A319#10
4648 07/01/06 A319#10
4649 07/01/06 A319#10
4652 07/01/06 A319#10
4655 07/01/06 A319#10
4704 08/01/06 A319#10
4703 08/01/06 A319#10
4658 08/01/06 A319#10
4657 08/01/06 A319#10
4650 08/01/06 A319#10
4651 08/01/06 A319#10
4654 08/01/06 A319#10
3107 07/01/06 A319#11
3108 07/01/06 A319#11
3097 07/01/06 A319#11
3086 07/01/06 A319#11
3127 07/01/06 A319#11
3134 07/01/06 A319#11
4165 08/01/06 A319#11
4170 08/01/06 A319#11
4171 08/01/06 A319#11
4180 08/01/06 A319#11
4165 07/01/06 A319#12
4170 07/01/06 A319#12
4171 07/01/06 A319#12
4180 07/01/06 A319#12
3107 08/01/06 A319#12
3108 08/01/06 A319#12
3097 08/01/06 A319#12
3086 08/01/06 A319#12
3127 08/01/06 A319#12
3134 08/01/06 A319#12
3067 07/01/06 A319#13
4784 07/01/06 A319#13
4679 07/01/06 A319#13
4678 07/01/06 A319#13
4673 08/01/06 A319#13
4676 08/01/06 A319#13
4791 08/01/06 A319#13
4768 08/01/06 A319#13
4763 08/01/06 A319#13
2663 08/01/06 A319#13
3117 07/01/06 A319#14
3144 07/01/06 A319#14
2869 07/01/06 A319#14
2878 07/01/06 A319#14
3135 07/01/06 A319#14
4486 08/01/06 A319#14
4485 08/01/06 A319#14
4490 08/01/06 A319#14
4549 08/01/06 A319#14
4548 08/01/06 A319#14
4544 07/01/06 A319#15
4547 07/01/06 A319#15
4404 08/01/06 A319#15
4405 08/01/06 A319#15
4408 08/01/06 A319#15
4411 08/01/06 A319#15
4412 08/01/06 A319#15
4415 08/01/06 A319#15
4416 08/01/06 A319#15
4421 08/01/06 A319#15
4684 07/01/06 A319#16
4685 07/01/06 A319#16
4526 07/01/06 A319#16
4533 07/01/06 A319#16
4536 08/01/06 A319#16
4525 08/01/06 A319#16
4528 08/01/06 A319#16
4529 08/01/06 A319#16
2870 08/01/06 A319#16
2867 08/01/06 A319#16
4523 07/01/06 A319#17
4524 07/01/06 A319#17
4527 07/01/06 A319#17
4530 07/01/06 A319#17
4531 07/01/06 A319#17
4534 07/01/06 A319#17
4523 08/01/06 A319#17
4524 08/01/06 A319#17
4527 08/01/06 A319#17
4530 08/01/06 A319#17
4531 08/01/06 A319#17
4534 08/01/06 A319#17
4514 07/01/06 A319#18
4503 07/01/06 A319#18
4516 07/01/06 A319#18
4509 07/01/06 A319#18
4510 07/01/06 A319#18
4513 07/01/06 A319#18
4514 08/01/06 A319#18
4503 08/01/06 A319#18
4516 08/01/06 A319#18
4509 08/01/06 A319#18
4510 08/01/06 A319#18
4513 08/01/06 A319#18
4314 07/01/06 A319#2
4315 07/01/06 A319#2
4320 07/01/06 A319#2
4317 07/01/06 A319#2
4322 07/01/06 A319#2
4319 07/01/06 A319#2
4324 07/01/06 A319#2
4321 07/01/06 A319#2
4314 08/01/06 A319#2
4315 08/01/06 A319#2
4320 08/01/06 A319#2
4317 08/01/06 A319#2
4322 08/01/06 A319#2
4319 08/01/06 A319#2
4324 08/01/06 A319#2
4321 08/01/06 A319#2
4404 07/01/06 A319#3
4405 07/01/06 A319#3
4408 07/01/06 A319#3
4411 07/01/06 A319#3
4412 07/01/06 A319#3
4415 07/01/06 A319#3
4416 07/01/06 A319#3
4421 07/01/06 A319#3
4544 08/01/06 A319#3
4547 08/01/06 A319#3
4643 07/01/06 A319#4
2972 07/01/06 A319#4
4431 07/01/06 A319#4
4432 07/01/06 A319#4
4437 07/01/06 A319#4
4434 07/01/06 A319#4
4623 08/01/06 A319#4
4626 08/01/06 A319#4
4625 08/01/06 A319#4
4634 08/01/06 A319#4
4629 08/01/06 A319#4
4630 08/01/06 A319#4
4647 08/01/06 A319#4
4375 07/01/06 A319#5
4376 07/01/06 A319#5
3111 07/01/06 A319#5
3112 07/01/06 A319#5
4365 07/01/06 A319#5
4368 07/01/06 A319#5
4375 08/01/06 A319#5
4376 08/01/06 A319#5
3111 08/01/06 A319#5
3112 08/01/06 A319#5
4365 08/01/06 A319#5
4368 08/01/06 A319#5
4364 07/01/06 A319#6
4363 07/01/06 A319#6
4366 07/01/06 A319#6
4369 07/01/06 A319#6
4370 07/01/06 A319#6
4371 07/01/06 A319#6
4364 08/01/06 A319#6
4363 08/01/06 A319#6
4366 08/01/06 A319#6
4369 08/01/06 A319#6
4370 08/01/06 A319#6
4371 08/01/06 A319#6
4385 07/01/06 A319#7
4386 07/01/06 A319#7
4387 07/01/06 A319#7
4388 07/01/06 A319#7
4459 07/01/06 A319#7
4454 07/01/06 A319#7
4385 08/01/06 A319#7
4386 08/01/06 A319#7
4387 08/01/06 A319#7
4388 08/01/06 A319#7
4459 08/01/06 A319#7
4454 08/01/06 A319#7
4164 07/01/06 A319#8
2883 07/01/06 A319#8
2892 07/01/06 A319#8
2895 07/01/06 A319#8
2908 07/01/06 A319#8
4189 07/01/06 A319#8
4164 08/01/06 A319#8
2883 08/01/06 A319#8
2892 08/01/06 A319#8
2895 08/01/06 A319#8
2908 08/01/06 A319#8
4189 08/01/06 A319#8
4475 07/01/06 A319#9
4476 07/01/06 A319#9
3091 07/01/06 A319#9
3084 07/01/06 A319#9
3099 07/01/06 A319#9
3094 07/01/06 A319#9
4522 08/01/06 A319#9
4517 08/01/06 A319#9
4518 08/01/06 A319#9
2584 08/01/06 A319#9
2585 08/01/06 A319#9
4641 08/01/06 A319#9
4642 08/01/06 A319#9
4224 07/01/06 A320#1
4225 07/01/06 A320#1
4228 07/01/06 A320#1
4239 07/01/06 A320#1
4238 07/01/06 A320#1
4237 07/01/06 A320#1
4224 08/01/06 A320#1
4225 08/01/06 A320#1
4228 08/01/06 A320#1
4239 08/01/06 A320#1
4238 08/01/06 A320#1
4237 08/01/06 A320#1
4168 07/01/06 A320#13
4167 07/01/06 A320#13
4174 07/01/06 A320#13
4389 07/01/06 A320#13
4390 07/01/06 A320#13
4169 07/01/06 A320#13
4168 08/01/06 A320#13
4167 08/01/06 A320#13
4174 08/01/06 A320#13
4389 08/01/06 A320#13
4390 08/01/06 A320#13
4169 08/01/06 A320#13
4194 07/01/06 A320#15
4195 07/01/06 A320#15
4200 07/01/06 A320#15
4197 07/01/06 A320#15
4202 07/01/06 A320#15
4203 07/01/06 A320#15
152 08/01/06 A320#15
145 08/01/06 A320#15
146 08/01/06 A320#15
147 08/01/06 A320#15
148 08/01/06 A320#15
149 08/01/06 A320#15
150 08/01/06 A320#15
151 08/01/06 A320#15
4486 07/01/06 A320#16
4485 07/01/06 A320#16
4490 07/01/06 A320#16
4549 07/01/06 A320#16
4548 07/01/06 A320#16
4483 08/01/06 A320#16
4488 08/01/06 A320#16
4487 08/01/06 A320#16
4492 08/01/06 A320#16
4489 08/01/06 A320#16
2868 07/01/06 A320#17
2877 07/01/06 A320#17
2888 07/01/06 A320#17
2889 07/01/06 A320#17
2900 07/01/06 A320#17
2903 07/01/06 A320#17
2868 08/01/06 A320#17
2877 08/01/06 A320#17
2888 08/01/06 A320#17
2889 08/01/06 A320#17
2900 08/01/06 A320#17
2903 08/01/06 A320#17
3122 07/01/06 A320#18
3121 07/01/06 A320#18
4668 07/01/06 A320#18
4669 07/01/06 A320#18
4664 07/01/06 A320#18
4665 07/01/06 A320#18
3122 08/01/06 A320#18
3121 08/01/06 A320#18
4668 08/01/06 A320#18
4669 08/01/06 A320#18
4664 08/01/06 A320#18
4665 08/01/06 A320#18
4623 07/01/06 A320#19
4626 07/01/06 A320#19
4625 07/01/06 A320#19
4634 07/01/06 A320#19
4629 07/01/06 A320#19
4630 07/01/06 A320#19
4647 07/01/06 A320#19
2968 08/01/06 A320#19
4269 08/01/06 A320#19
4270 08/01/06 A320#19
4271 08/01/06 A320#19
4276 08/01/06 A320#19
2967 08/01/06 A320#19
1364 07/01/06 A320#2
1363 07/01/06 A320#2
4435 07/01/06 A320#2
4436 07/01/06 A320#2
1364 08/01/06 A320#2
1363 08/01/06 A320#2
4435 08/01/06 A320#2
4436 08/01/06 A320#2
4723 07/01/06 A320#20
4726 07/01/06 A320#20
4725 07/01/06 A320#20
4705 07/01/06 A320#20
4706 07/01/06 A320#20
4730 07/01/06 A320#20
4723 08/01/06 A320#20
4726 08/01/06 A320#20
4725 08/01/06 A320#20
4705 08/01/06 A320#20
4706 08/01/06 A320#20
4730 08/01/06 A320#20
4536 07/01/06 A320#21
4525 07/01/06 A320#21
4528 07/01/06 A320#21
4529 07/01/06 A320#21
2870 07/01/06 A320#21
2867 07/01/06 A320#21
4684 08/01/06 A320#21
4685 08/01/06 A320#21
4526 08/01/06 A320#21
4533 08/01/06 A320#21
4576 07/01/06 A320#22
4551 07/01/06 A320#22
4552 07/01/06 A320#22
4577 07/01/06 A320#22
4578 07/01/06 A320#22
4575 07/01/06 A320#22
4576 08/01/06 A320#22
4551 08/01/06 A320#22
4552 08/01/06 A320#22
4577 08/01/06 A320#22
4578 08/01/06 A320#22
4575 08/01/06 A320#22
2866 07/01/06 A320#23
2873 07/01/06 A320#23
2874 07/01/06 A320#23
2907 07/01/06 A320#23
2872 08/01/06 A320#23
2879 08/01/06 A320#23
2886 08/01/06 A320#23
2919 08/01/06 A320#23
2896 08/01/06 A320#23
2899 08/01/06 A320#23
2912 08/01/06 A320#23
4574 07/01/06 A320#24
4565 07/01/06 A320#24
4566 07/01/06 A320#24
4569 07/01/06 A320#24
3106 07/01/06 A320#24
3071 07/01/06 A320#24
2866 08/01/06 A320#24
2873 08/01/06 A320#24
2874 08/01/06 A320#24
2907 08/01/06 A320#24
1374 07/01/06 A320#3
1379 07/01/06 A320#3
1378 07/01/06 A320#3
1375 07/01/06 A320#3
1380 07/01/06 A320#3
1377 07/01/06 A320#3
1374 08/01/06 A320#3
1379 08/01/06 A320#3
1378 08/01/06 A320#3
1375 08/01/06 A320#3
1380 08/01/06 A320#3
1377 08/01/06 A320#3
152 07/01/06 A320#4
145 07/01/06 A320#4
146 07/01/06 A320#4
147 07/01/06 A320#4
148 07/01/06 A320#4
149 07/01/06 A320#4
150 07/01/06 A320#4
151 07/01/06 A320#4
4194 08/01/06 A320#4
4195 08/01/06 A320#4
4200 08/01/06 A320#4
4197 08/01/06 A320#4
4202 08/01/06 A320#4
4203 08/01/06 A320#4
2872 07/01/06 A320#5
2879 07/01/06 A320#5
2886 07/01/06 A320#5
2919 07/01/06 A320#5
2896 07/01/06 A320#5
2899 07/01/06 A320#5
2912 07/01/06 A320#5
4475 08/01/06 A320#5
4476 08/01/06 A320#5
3091 08/01/06 A320#5
3084 08/01/06 A320#5
3099 08/01/06 A320#5
3094 08/01/06 A320#5
4584 07/01/06 A320#6
4583 07/01/06 A320#6
4588 07/01/06 A320#6
4587 07/01/06 A320#6
4590 07/01/06 A320#6
4593 07/01/06 A320#6
4594 07/01/06 A320#6
4591 07/01/06 A320#6
4584 08/01/06 A320#6
4583 08/01/06 A320#6
4588 08/01/06 A320#6
4587 08/01/06 A320#6
4590 08/01/06 A320#6
4593 08/01/06 A320#6
4594 08/01/06 A320#6
4591 08/01/06 A320#6
2966 07/01/06 A320#7
2973 07/01/06 A320#7
2980 07/01/06 A320#7
2983 07/01/06 A320#7
2988 07/01/06 A320#7
2995 07/01/06 A320#7
3004 07/01/06 A320#7
3011 07/01/06 A320#7
2978 08/01/06 A320#7
4345 08/01/06 A320#7
4348 08/01/06 A320#7
4351 08/01/06 A320#7
4354 08/01/06 A320#7
4342 08/01/06 A320#7
2965 07/01/06 A320#8
2974 07/01/06 A320#8
2977 07/01/06 A320#8
2984 07/01/06 A320#8
2989 07/01/06 A320#8
2996 07/01/06 A320#8
3003 07/01/06 A320#8
2966 08/01/06 A320#8
2973 08/01/06 A320#8
2980 08/01/06 A320#8
2983 08/01/06 A320#8
2988 08/01/06 A320#8
2995 08/01/06 A320#8
3004 08/01/06 A320#8
3011 08/01/06 A320#8
2969 07/01/06 A320#9
2976 07/01/06 A320#9
2981 07/01/06 A320#9
2986 07/01/06 A320#9
2991 07/01/06 A320#9
3000 07/01/06 A320#9
3007 07/01/06 A320#9
