0 A 11760.0 2 6 01/03/08 F 8898 01/03/08 F
1 A 4704.0 6 6 01/03/08 B 8898 01/03/08 B
2 A 980.0 21 6 01/03/08 E 8898 01/03/08 E
3 A 4205.3 3 6 02/03/08 B 8898 02/03/08 E
4 A 980.0 22 6 02/03/08 E 8898 02/03/08 E
5 A 4704.0 3 6 03/03/08 B 8898 03/03/08 B
6 A 980.0 16 6 03/03/08 E 8898 03/03/08 E
7 A 988.7 20 6 03/03/08 E 8920 03/03/08 E
8 A 3659.2 8 11 01/03/08 B 1006 01/03/08 E
9 A 866.3 6 11 01/03/08 E 1006 01/03/08 E
10 A 892.5 15 11 01/03/08 E 1468 01/03/08 E
11 A 1491.0 1 11 01/03/08 E 1468 01/03/08 B
12 A 901.2 13 11 01/03/08 E 2414 01/03/08 E
13 A 866.3 9 11 02/03/08 E 1006 02/03/08 E
14 A 1365.0 6 11 02/03/08 E 1006 02/03/08 B
15 A 892.5 18 11 02/03/08 E 1468 02/03/08 E
16 A 901.2 18 11 02/03/08 E 2414 02/03/08 E
17 A 1533.0 1 11 02/03/08 E 2414 02/03/08 B
18 A 918.7 6 11 02/03/08 E 2426 02/03/08 E
19 A 8951.3 1 11 03/03/08 F 1006 03/03/08 E
20 A 3659.2 7 11 03/03/08 B 1006 03/03/08 E
21 A 866.3 12 11 03/03/08 E 1006 03/03/08 E
22 A 892.5 9 11 03/03/08 E 1468 03/03/08 E
23 A 1491.0 2 11 03/03/08 E 1468 03/03/08 B
24 A 901.2 5 11 03/03/08 E 2414 03/03/08 E
25 A 4914.0 4 18 01/03/08 B 9490 01/03/08 B
26 A 1023.7 35 18 01/03/08 E 9490 01/03/08 E
27 A 4914.0 11 18 02/03/08 B 9490 02/03/08 B
28 A 4382.0 1 18 02/03/08 B 9490 02/03/08 E
29 A 1023.7 42 18 02/03/08 E 9490 02/03/08 E
30 A 4914.0 4 18 03/03/08 B 9490 03/03/08 B
31 A 1023.7 36 18 03/03/08 E 9490 03/03/08 E
32 A 9765.0 6 23 01/03/08 F 1000 02/03/08 B
33 A 8933.8 3 23 01/03/08 F 1000 02/03/08 E
34 A 945.0 6 23 01/03/08 E 1000 02/03/08 E
35 A 988.7 4 23 01/03/08 E 1024 02/03/08 E
36 A 910.0 15 23 01/03/08 E 1048 02/03/08 E
37 A 1608.3 7 23 01/03/08 E 1048 02/03/08 B
38 A 875.0 1 23 01/03/08 E 1102 02/03/08 E
39 A 945.0 8 23 02/03/08 E 1000 03/03/08 E
40 A 1776.3 7 23 02/03/08 E 1000 03/03/08 B
41 A 988.7 14 23 02/03/08 E 1024 03/03/08 E
42 A 910.0 19 23 02/03/08 E 1048 03/03/08 E
43 A 1608.3 14 23 02/03/08 E 1048 03/03/08 B
44 A 875.0 9 23 02/03/08 E 1102 03/03/08 E
45 A 1440.3 4 23 02/03/08 E 1102 03/03/08 B
46 A 12432.0 1 33 01/03/08 F 1140 02/03/08 B
47 A 11900.0 1 33 01/03/08 F 1140 02/03/08 E
48 A 1120.0 11 33 01/03/08 E 1140 02/03/08 E
49 A 12432.0 1 33 02/03/08 F 1140 03/03/08 B
50 A 1120.0 18 33 02/03/08 E 1140 03/03/08 E
51 A 1652.0 6 33 02/03/08 E 1140 03/03/08 B
52 A 6006.0 3 36 01/03/08 B 9300 01/03/08 B
53 A 5573.8 12 36 01/03/08 B 9300 01/03/08 E
54 A 1251.3 37 36 01/03/08 E 9300 01/03/08 E
55 A 1347.5 6 36 01/03/08 E 9302 01/03/08 E
56 A 1251.3 30 36 02/03/08 E 9300 02/03/08 E
57 A 6006.0 6 36 03/03/08 B 9300 03/03/08 B
58 A 1251.3 31 36 03/03/08 E 9300 03/03/08 E
59 A 8610.0 2 62 01/03/08 B 9110 01/03/08 B
60 A 1793.7 18 62 01/03/08 E 9110 01/03/08 E
61 A 3955.0 6 62 01/03/08 E 9110 01/03/08 B
62 A 1793.7 12 62 02/03/08 E 9110 02/03/08 E
63 A 21525.0 2 62 03/03/08 F 9110 03/03/08 F
64 A 8610.0 3 62 03/03/08 B 9110 03/03/08 B
65 A 1793.7 20 62 03/03/08 E 9110 03/03/08 E
66 A 6090.0 5 69 01/03/08 B 1018 01/03/08 B
67 A 5524.8 8 69 01/03/08 B 1018 01/03/08 E
68 A 1268.8 2 69 01/03/08 E 1018 01/03/08 E
69 A 1242.5 26 69 01/03/08 E 1042 01/03/08 E
70 A 1417.5 14 69 01/03/08 E 1088 01/03/08 E
71 A 1347.5 6 69 01/03/08 E 1094 01/03/08 E
72 A 5498.5 6 69 02/03/08 B 1042 02/03/08 E
73 A 1242.5 34 69 02/03/08 E 1042 02/03/08 E
74 A 1268.8 29 69 03/03/08 E 1018 03/03/08 E
75 A 1242.5 17 69 03/03/08 E 1042 03/03/08 E
76 A 1708.0 3 69 03/03/08 E 1042 03/03/08 B
77 A 14427.0 2 72 01/03/08 F 1094 01/03/08 B
78 A 6426.0 3 72 01/03/08 B 1094 01/03/08 B
79 A 1338.8 3 72 01/03/08 E 1094 01/03/08 E
80 A 2203.3 2 72 01/03/08 E 1094 01/03/08 B
81 A 1277.5 11 72 01/03/08 E 1122 01/03/08 E
82 A 1909.2 2 72 01/03/08 E 1122 01/03/08 B
83 A 1233.8 3 72 01/03/08 E 1242 01/03/08 E
84 A 5456.5 10 72 02/03/08 B 1042 02/03/08 E
85 A 1233.8 1 72 02/03/08 E 1042 02/03/08 E
86 A 1408.8 13 72 02/03/08 E 1088 02/03/08 E
87 A 1338.8 14 72 02/03/08 E 1094 02/03/08 E
88 A 2203.3 6 72 02/03/08 E 1094 02/03/08 B
89 A 1277.5 11 72 02/03/08 E 1122 02/03/08 E
90 A 1909.2 1 72 02/03/08 E 1122 02/03/08 B
91 A 1233.8 13 72 02/03/08 E 1242 02/03/08 E
92 A 1699.3 2 72 02/03/08 E 1242 02/03/08 B
93 A 5922.0 2 72 03/03/08 B 1042 03/03/08 B
94 A 1699.3 8 72 03/03/08 E 1042 03/03/08 B
95 A 1408.8 23 72 03/03/08 E 1088 03/03/08 E
96 A 1338.8 12 72 03/03/08 E 1094 03/03/08 E
97 A 1295.0 25 83 01/03/08 E 1102 02/03/08 E
98 A 1330.0 4 83 01/03/08 E 1126 02/03/08 E
